NumberSimple,Name,Year,depth_index,Coded,HBType,HBTypeCode,WTOType,TypeMemb,3rdCountryName_1st,3rdCountryCode_1st,3rdCountryName_2nd,3rdCountryCode_2nd,NorthSouth,RegionCon,TypeDepth,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91
186,Central American Common Market (CACM),1960,,1,FTA_CU,3,CU,2,,,,,3,4,3,222,320,340,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Central American Free Trade Agreement (CAFTA),2004,,1,,,,2,,,,,2,4,2,188,222,320,340,558,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Central American Free Trade Agreement (CAFTA) Dominican Republic,2004,,1,FTA,2,FTA_EIA,3,Dominican Republic,214,,,2,4,2,188,222,320,340,558,840,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Central American Free Trade Area (CAFTA),1958,,1,FTA,2,FTA,2,,,,,3,4,2,188,222,320,340,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Central American Integration System,1991,,1,,,,2,,,,,3,4,5,188,222,320,340,558,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Central Asian Economic Community,1994,,0,CU,,,2,,,,,3,2,,398,417,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Central European Free Trade Agreement (CEFTA),1992,,1,FTA,2,FTA,2,,,,,3,1,2,203,348,616,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Central European Free Trade Agreement (CEFTA),2006,,1,,,FTA,2,,,,,3,1,2,8,70,100,191,807,498,499,642,688,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Chad Morocco,1997,,0,,,,1,,,,,3,3,,148,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Chile China,2005,,1,FTA,2,FTA,1,,,,,3,6,2,152,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Chile Colombia,1993,,1,PTA_PSA,1,,1,,,,,3,4,1,152,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Chile Colombia,2006,,1,FTA,2,FTA_EIA,1,,,,,3,4,2,152,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Chile EC,2002,,1,FTA,2,FTA_EIA,3,Chile,152,,,2,6,2,152,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Chile Ecuador,1994,,1,PTA_PSA,1,,1,,,,,3,4,1,152,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,Chile Ecuador,2008,,1,,,,1,,,,,3,4,1,152,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Chile EFTA,2003,,1,FTA,2,FTA_EIA,3,Chile,152,,,2,6,2,152,438,352,578,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Chile India,2006,,1,PTA_PSA,1,PTA,1,,,,,3,6,1,152,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Chile Japan,2007,,1,FTA,2,FTA_EIA,1,,,,,2,6,2,152,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Chile Korea,2003,,1,FTA,2,FTA_EIA,1,,,,,3,6,2,152,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Chile MERCOSUR,1996,,1,FTA,2,,3,Chile,152,,,3,4,2,152,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,Chile MERCOSUR Protocol on Services,2009,,1,,,,3,Chile,152,,,3,4,4,152,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Chile Mexico,1991,,1,PTA_PSA,1,,1,,,,,3,4,1,152,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Chile Mexico,1998,,1,FTA,2,FTA_EIA,1,,,,,3,4,2,152,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Chile Panama,2006,,1,,,FTA_EIA,1,,,,,3,4,2,152,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,Chile Peru,1983,,0,PTA/PSA,,,1,,,,,3,4,,152,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Chile Peru,1998,,1,FTA,2,,1,,,,,3,4,2,152,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Chile Turkey,2009,,1,,,,1,,,,,3,6,2,152,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Chile Uruguay,1985,,1,PTA/PSA,,,1,,,,,3,4,1,152,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Chile US,2003,,1,FTA,2,FTA_EIA,1,,,,,2,4,2,152,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Chile Venezuela,1993,,1,PTA_PSA,1,,1,,,,,3,4,1,152,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,China Hong Kong,2003,,1,FTA,2,FTA_EIA,1,,,,,3,2,2,152,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,China Macao,2003,,1,FTA,2,FTA_EIA,1,,,,,3,2,2,152,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,China New Zealand,2008,,1,,,FTA_EIA,1,,,,,2,6,2,156,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,China Pakistan,2003,,0,PTA/PSA,,,1,,,,,3,2,,156,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,China Pakistan,2006,,1,PTA_FTA,2,FTA_EIA,1,,,,,3,2,2,156,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,China Pakistan Services,2009,,1,,,,1,,,,,3,2,4,156,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,China Peru,2009,,1,,,FTA_EIA,1,,,,,3,6,2,156,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,China Singapore,2008,,1,,,FTA_EIA,1,,,,,3,2,2,156,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,Colombia Costa Rica,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,170,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Colombia Cuba,1988,,0,PTA/PSA,,,1,,,,,3,4,,170,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Colombia Cuba,1994,,0,PTA/PSA,,,1,,,,,3,4,,170,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Colombia Cuba,2000,,1,PTA_PSA,1,,1,,,,,3,4,1,170,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Colombia EFTA,2008,,1,,,,3,Colombia,170,,,2,6,2,170,438,352,578,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Colombia El Salvador,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,170,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Colombia Guatemala,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,170,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Colombia Honduras,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,170,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Colombia Nicaragua,1984,,1,PTA_PSA,1,,1,,,,,3,4,1,170,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,Colombia Northern Triangle,2007,,1,,,,3,Colombia,170,,,3,4,1,170,222,320,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Colombia Panama,1993,,1,PTA_PSA,1,,1,,,,,3,4,1,170,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,Colombia US,2006,,1,,,FTA_EIA,1,,,,,2,4,2,170,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,Common Economic Zone,2003,,1,,,FTA,2,,,,,3,6,2,112,398,643,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Common Market for Eastern and Southern Africa (COMESA),1993,,1,PTA_FTA_CU,3,FTA,2,,,,,3,3,2,108,174,180,262,231,404,450,454,480,646,690,736,748,800,894,716,24,426,508,834,516,232,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,Commonwealth of Independent States (CIS),1994,,1,FTA,2,FTA,2,,,,,3,6,2,51,31,112,268,417,398,498,643,762,795,804,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Costa Rica Dominican Republic,1981,,0,PTA/PSA,,,1,,,,,3,4,,188,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Costa Rica Mexico,1982,,1,PTA_PSA,1,,1,,,,,3,4,1,188,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Costa Rica Mexico,1994,,1,FTA,2,FTA_EIA,1,,,,,3,4,2,188,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Costa Rica Nicaragua Panama,1961,,1,PTA_PSA,1,,2,,,,,3,4,1,188,558,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Costa Rica Panama,1973,,1,PTA_PSA,1,,1,,,,,3,4,1,188,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Costa Rica Venezuela,1986,,1,PTA_PSA,1,,1,,,,,3,4,1,188,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Cote d'Ivoire EC EPA,2008,,1,,,FTA,3,Cote d'Ivoire,384,,,2,6,2,384,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,233,428,440,196,470,203,705,703,348,616,100,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Cotonou Agreement,2000,,1,PTA_PSA,1,,4,,,,,2,6,1,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,24,28,44,52,72,108,84,120,140,148,180,132,184,262,212,214,231,232,204,242,266,270,288,308,324,624,226,328,332,388,404,296,174,426,430,384,454,450,466,584,478,480,508,583,562,566,520,570,178,598,585,646,659,662,670,90,686,694,678,690,706,736,740,748,768,834,776,780,798,548,800,882,854,894,716,710
254,Croatia EC,2001,,1,PTA_PSA,1,,3,Croatia,191,,,2,1,1,191,56,276,250,380,442,528,208,372,826,300,724,620,40,246,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Croatia EFTA,2001,,1,FTA,2,FTA,3,Croatia,191,,,2,1,2,191,438,352,578,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,Croatia Hungary,2001,,0,FTA,,,1,,,,,3,1,,188,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Croatia Lithuania,2002,,1,,,,1,,,,,3,1,2,191,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Croatia Macedonia,1997,,1,FTA,2,FTA,1,,,,,3,1,2,191,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Croatia Macedonia (amended),2002,,1,FTA,2,,1,,,,,3,1,2,191,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Croatia Moldova,2004,,1,FTA,2,FTA,1,,,,,3,1,2,191,498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Croatia Serbia Montenegro,2002,,1,FTA,2,FTA,1,,,,,3,1,2,191,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,Croatia Slovenia,1997,,1,FTA,2,FTA,1,,,,,3,1,2,191,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Croatia Turkey,2002,,1,FTA,2,FTA,1,,,,,3,6,2,191,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Cuba Ecuador,1995,,0,PTA/PSA,,,1,,,,,3,4,,192,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Cuba Ecuador,2000,,1,PTA_PSA,1,,1,,,,,3,4,1,192,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Cuba Guatemala,1999,,1,PTA_PSA,1,,1,,,,,3,4,1,192,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Cuba MERCOSUR,2006,,1,PTA_PSA,1,,3,Cuba,192,,,3,4,1,192,32,76,600,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Cuba Mexico,1985,,1,PTA_PSA,1,,1,,,,,3,4,1,192,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Cuba Mexico,2000,,1,PTA_PSA,1,,1,,,,,3,4,1,192,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Cuba Paraguay,2000,,1,PTA_PSA,1,,1,,,,,3,4,1,192,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Cuba Peru,1987,,0,PTA/PSA,,,1,,,,,3,4,,192,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Cuba Peru,1994,,0,PTA/PSA,,,1,,,,,3,4,,192,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Cuba Peru,2000,,1,PTA_PSA,1,,1,,,,,3,4,1,192,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,Cuba Uruguay,1987,,0,PTA/PSA,,,1,,,,,3,4,,192,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,Cuba Uruguay,1999,,1,PTA_PSA,1,,1,,,,,3,4,1,192,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,Cuba Venezuela,1995,,0,PTA/PSA,,,1,,,,,3,4,,192,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Cuba Venezuela,1999,,1,PTA_PSA,1,,1,,,,,3,4,1,192,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Cyprus EC,1972,,1,CU,3,CU,3,Cyprus,196,,,2,1,3,196,56,276,250,380,442,528,208,372,826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Czech and Slovak Republic EFTA,1992,,1,FTA,2,FTA,3,Czech Republic,203,Slovakia,703,3,1,2,203,703,40,246,752,438,352,578,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Czech Republic EC,1993,,1,FTA,2,FTA_EIA,3,Czech Republic,203,,,2,1,2,203,56,276,250,380,442,528,208,372,826,300,724,620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Czech Republic Estonia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,203,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Czech Republic Israel,1996,,1,FTA,2,FTA,1,,,,,3,6,2,203,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Czech Republic Latvia,1996,,1,FTA,2,FTA,1,,,,,3,1,2,203,428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Czech Republic Lithuania,1995,,1,FTA,2,FTA,1,,,,,3,1,2,203,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Czech Republic Romania,1994,,0,FTA,,FTA,1,,,,,3,1,,203,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Czech Republic Slovakia,1992,,1,CU,3,CU,1,,,,,3,1,3,203,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,Czech Republic Slovenia,1993,,1,FTA,2,FTA,1,,,,,3,1,2,203,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Czech Republic Turkey,1997,,1,FTA,2,FTA,1,,,,,3,6,2,203,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Czechoslovakia Finland,1974,,1,FTA,2,FTA,1,,,,,2,1,2,203,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,D8 PTA,2006,,1,,,,2,,,,,3,6,1,50,818,360,364,458,566,586,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Dominican Republic Panama,1985,,1,PTA_PSA,1,,1,,,,,3,4,1,214,591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
